"Type","Family id","Family name","Target id","Target name","Subunits","Target systematic name","Target abbreviated name","synonyms","HGNC id","HGNC symbol","HGNC name","Human genetic localisation","Human nucleotide RefSeq","Human protein RefSeq","Human SwissProt","Human Entrez Gene","RGD id","RGD symbol","RGD name","Rat genetic localisation","Rat nucleotide RefSeq","Rat protein RefSeq","Rat SwissProt","Rat Entrez Gene","MGI id","MGI symbol","MGI name","Mouse genetic localisation","Mouse nucleotide RefSeq","Mouse protein RefSeq","Mouse SwissProt","Mouse Entrez Gene"
"enzyme","505","HIPK subfamily","2035","homeodomain interacting protein kinase 3","","","HIPK3","ANPK|DYRK6|FIST3","4915","HIPK3","homeodomain interacting protein kinase 3","11p13","NM_001048200","NP_001041665","Q9H422","10114","619884","Hipk3","homeodomain interacting protein kinase 3","3 q32","NM_031787","NP_113975","O88850","83617","MGI:1314882","Hipk3","homeodomain interacting protein kinase 3","2 E2","NM_001145824","NP_001139296","Q9ERH7","15259"
"enzyme","505","HIPK subfamily","2036","homeodomain interacting protein kinase 4","","","HIPK4","","19007","HIPK4","homeodomain interacting protein kinase 4","19q13.2","NM_144685","NP_653286","Q8NE63","147746","1307541","Hipk4","homeodomain interacting protein kinase 4","1 q21","NM_001024776","NP_001019947","Q4V793","308449","MGI:2685008","Hipk4","homeodomain interacting protein kinase 4","7 A3","NM_001033315","NP_001028487","Q3V016","233020"
"enzyme","477","HUNK subfamily","2037","hormonally up-regulated Neu-associated kinase","","","HUNK","B19|Bstk1|MAK5|Mak-v","13326","HUNK","hormonally up-regulated Neu-associated kinase","21q22.1","NM_014586","NP_055401","P57058","30811","1565091","Hunk","hormonally upregulated Neu-associated kinase","11 q11","NM_001191662","NP_001178591","","288275","MGI:1347352","Hunk","hormonally upregulated Neu-associated kinase","16 C3.3","NM_015755","NP_056570","O88866","26559"
"enzyme","279","Hydrogen sulphide synthesis","1443","Cystathionine &beta;-synthase","","","CBS","Serine sulfhydrase|beta-thionase|hemoprotein H-450|HIP4","1550","CBS","cystathionine-beta-synthase","","","","P35520","875","2287","Cbs","cystathionine beta synthase","","","","P32232","24250","MGI:88285","Cbs","cystathionine beta-synthase","","","","Q91WT9","12411"
"enzyme","279","Hydrogen sulphide synthesis","1444","Cystathionine &gamma;-lyase","","","CSE","&gamma;-cystathioninase|CGL|cystathionine gamma-lyase|cysteine-protein sulfhydrase|PRB-RA|probasin-related antigen|CSE|cystathionase (cystathionine gamma-lyase)","2501","CTH","cystathionine gamma-lyase","","","","P32929","1491","2443","Cth","cystathionine gamma-lyase","","","","P18757","24962","MGI:1339968","Cth","cystathionase (cystathionine gamma-lyase)","","","","Q8VCN5","107869"
"enzyme","279","Hydrogen sulphide synthesis","1445","L-Cysteine:2-oxoglutarate aminotransferase","","","CAT","cysteine aminotransferase|cysteine transaminase|glutamine-phnylpyruvate transaminase (EC 2.6.1.64)|cysteine conjugate-beta lyase 1|cysteine conjugate-beta lyase, cytoplasmic|cysteine-S-conjugate beta-lyase|cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)|kynurenine-oxoglutarate transaminase 1, mitochondrial|GTK|KATI|Ccbl1","1564","KYAT1","kynurenine aminotransferase 1","","","","Q16773","883","1306912","Kyat1","kynurenine aminotransferase 1","","","","Q08415","311844","MGI:1917516","Kyat1","kynurenine aminotransferase 1","","","","Q8BTY1","70266"
"enzyme","279","Hydrogen sulphide synthesis","1446","3-Mercaptopyruvate sulfurtransferase","","","MPST","human liver rhodanese|MST|TST2","7223","MPST","mercaptopyruvate sulfurtransferase","","","","P25325","4357","620065","Mpst","mercaptopyruvate sulfurtransferase","","","","P97532","192172","MGI:2179733","Mpst","mercaptopyruvate sulfurtransferase","","","","Q99J99","246221"
"enzyme","799","Hydrolases","1396","Diacylglycerol lipase &alpha;","","","DAGL&alpha;","NAPE-hydrolyzing phospholipase D|FMP30|NAPE-PLD|Neural stem cell-derived dendrite regulator|diacylglycerol lipase, alpha|diacylglycerol lipase","1165","DAGLA","diacylglycerol lipase alpha","11q12.3","NM_006133","NP_006124","Q9Y4D2","747","1359461","Dagla","diacylglycerol lipase, alpha","1q43","NM_001005886","NP_001005886","Q5YLM1","309207","MGI:2677061","Dagla","diacylglycerol lipase, alpha","19 A","NM_198114","NP_932782","Q6WQJ1","269060"
"enzyme","799","Hydrolases","1400","Fatty acid amide hydrolase","","","FAAH","FAAH1|Oleamide hydrolase, anandamide hydrolase|anandamide amidohydrolase 1","3553","FAAH","fatty acid amide hydrolase","1p34-p35","","","O00519","2166","61808","Faah","fatty acid amide hydrolase","5q36","","","P97612","29347","MGI:109609","Faah","fatty acid amide hydrolase","4 D1","","","O08914","14073"
"enzyme","799","Hydrolases","1434","PLD2","","","","Choline phosphatase 2|phosphatidylcholine-hydrolyzing phospholipase D2|phospholipase D2|PLD1C","9068","PLD2","phospholipase D2","17p13.3","NM_002663","NP_002654","O14939","5338","3350","Pld2","phospholipase D2","10q23.3-q24","NM_033299","NP_150641","P70498","25097","MGI:892877","Pld2","phospholipase D2","11 B3","NM_008876","NP_032902","P97813","18806"
"enzyme","799","Hydrolases","1397","Diacylglycerol lipase &beta;","","","DAGL&beta;","KCCR13L|NSDDR|neural stem cell-derived dendrite regulator|DGL-alpha|diacylglycerol lipase, alpha|sn1-specific diacylglycerol lipase alpha|diacylglycerol lipase, beta|diacylglycerol lipase","28923","DAGLB","diacylglycerol lipase beta","7p22.1","NM_001142936","NP_001136408","Q8NCG7","221955","1310193","Daglb","diacylglycerol lipase, beta","2p11","NM_001107120","NP_001100590","P0C1S9","304289","MGI:2442032","Daglb","diacylglycerol lipase, beta","5 G2","NM_144915","NP_659164","Q91WC9","231871"
"enzyme","799","Hydrolases","1399","Monoacylglycerol lipase","","","MAGL","HU-K5|MGL|MAGL|monoacylglycerol lipase","17038","MGLL","monoglyceride lipase","p13-q13.33","NM_007283","NP_009214","Q99685","11343","71039","Mgll","monoglyceride lipase","4q34","NM_138502","NP_612511","Q8R431","29254","MGI:1346042","Mgll","monoglyceride lipase","6 D1","NM_001166251","NP_001159723","O35678","23945"
"enzyme","799","Hydrolases","1417","sPLA<sub>2</sub>-2A","","","","GIIC sPLA2|NPS-PLA<sub>2</sub>|PLA2B|PLA2L|phospholipase A2, membrane associated|secreted enzyme type IIA phospholipase A2|EF|Enhancing factor|phospholipase A2, group IIA (platelets, synovial fluid)","9031","PLA2G2A","phospholipase A2 group IIA","1p35","NM_000300","NP_000291","P14555","5320","620857","Pla2g2a","phospholipase A2 group IIA","5q36","NM_031598","","P14423","29692","MGI:104642","Pla2g2a","phospholipase A2, group IIA (platelets, synovial fluid)","4 D3","NM_001082531","NP_001076000|NP_113786","P31482","18780"
"enzyme","799","Hydrolases","1432","PLA<sub>2</sub>-G7","","","","GVII|platelet-activating factor acetylhydrolase|PAF acetylhydrolase|LDL-associated phospholipase A<sub>2</sub>|LDL-PLA2|PAFAH|phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)","9040","PLA2G7","phospholipase A2 group VII","6p21.2-p12","NM_005084","NP_005075","Q13093","7941","1310734","Pla2g7","phospholipase A2 group VII","9q12","NM_001009353","NP_001009353","","301265","MGI:1351327","Pla2g7","phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)","17 C","NM_013737","NP_038765","Q60963","27226"
"enzyme","799","Hydrolases","2465","acetylcholinesterase (Cartwright blood group)","","","AChE","Yt blood group|acetylcholinesterase|acetylcholinesterase (Yt blood group)","108","ACHE","acetylcholinesterase (Cartwright blood group)","7q22","NM_015831","NP_056646","P22303","43","69313","Ache","acetylcholinesterase","12","NM_172009","NP_742006","P37136","","MGI:87876","Ache","acetylcholinesterase","5 G2","NM_009599","NP_033729","P21836","11423"
"enzyme","799","Hydrolases","1395","Leukotriene A<sub>4</sub> hydrolase","","","","","6710","LTA4H","leukotriene A4 hydrolase","12q22","NM_000895|NM_001256643|NM_001256644","NP_000886|NP_001243572|NP_001243573","P09960","4048","1311333","Lta4h","leukotriene A4 hydrolase","7q13","NM_001030031","NP_001025202","P30349","299732","MGI:96836","Lta4h","leukotriene A4 hydrolase","10 C3","NM_008517","NP_032543","P24527","16993"
"enzyme","799","Hydrolases","2471","butyrylcholinesterase","","","BChE","Acylcholine acylhydrolase|Butyrylcholine esterase|CHE1|Choline esterase II|cholinesterase","983","BCHE","butyrylcholinesterase","3q26.1-q26.2","NM_000055","NP_000046","P06276","590","619996","Bche","butyrylcholinesterase","2q32","NM_022942","NP_075231","","","MGI:894278","Bche","butyrylcholinesterase","3 E3","NM_009738","NP_033868","Q03311","12038"
"enzyme","799","Hydrolases","2590","pancreatic lipase","","","PNLIP","pancreatic triacylglycerol lipase|pancreatic triglyceride lipase|PANLI|PL","9155","PNLIP","pancreatic lipase","10q26.1","NM_000936","NP_000927","P16233","5406","3360","Pnlip","pancreatic lipase","1q55","NM_013161","NP_037293","P27657","25702","MGI:97722","Pnlip","pancreatic lipase","19 D2","NM_026925","NP_081201","Q6P8U6","69060"
"enzyme","799","Hydrolases","2591","lipase G, endothelial type","","","LIPG","EDL|EL|endothelial cell-derived lipase|lipase G|lipase, endothelial","6623","LIPG","lipase G, endothelial type","18q21.1","NM_006033","NP_006024","Q9Y5X9","9388","1310740","Lipg","lipase G, endothelial type","18q12.3","NM_001012741","NP_001012759","Q8VBX1","291437","MGI:1341803","Lipg","lipase, endothelial","18 E2","NM_010720","NP_034850","Q9WVG5","16891"
"enzyme","799","Hydrolases","2592","carboxylesterase 1","","","CES1","CEH|HMSE1|monocyte/macrophage serine esterase 1|SES1","1863","CES1","carboxylesterase 1","16q22.2","NM_001025194","NP_001020365","P23141","1066","70896","Ces1d","carboxylesterase 1D","19p11","NM_133295","NP_579829","P16303","113902","MGI:88378","Ces1g","carboxylesterase 1G","8 C5","NM_021456","NP_067431","Q8VCC2","12623"
"enzyme","799","Hydrolases","2593","lipase E, hormone sensitive type","","","LIPE","HSL|lipase, hormone-sensitive|lipase, hormone sensitive|lipase E","6621","LIPE","lipase E, hormone sensitive type","19q13.1-q13.2","NM_005357","NP_005348","Q05469","3991","3010","Lipe","lipase E, hormone sensitive type","1q21","NM_012859","NP_036991","P15304","25330","MGI:96790","Lipe","lipase, hormone sensitive","7 A3","NM_010719","NP_034849","P54310","16890"
"enzyme","799","Hydrolases","2888","ectonucleoside triphosphate diphosphohydrolase 1","","CD39","NTPDase-1","NTPDase-1|SPG64|ATPDase|Ecto-ATPDase 1|Ecto-apyrase","3363","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","10q24.1","NM_001776","NP_001767","P49961","953","69265","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1","1q54","","NP_072109|NM_022587","P97687","64519","MGI:102805","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1","19 C3","NM_009848","NP_033978","P55772","12495"
"enzyme","799","Hydrolases","2889","ectonucleoside triphosphate diphosphohydrolase 2","","CD39L1","NTPDase-2","ecto-ATPase 2|NTPDase 2|CD39 antigen-like 1|CD39L1|NTPDase-2","3364","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2","9q34","NM_203468","NP_982293","Q9Y5L3","954","69266","Entpd2","ectonucleoside triphosphate diphosphohydrolase 2","3p13","NM_172030","NP_742027","O35795","64467","MGI:109686","Entpd2","ectonucleoside triphosphate diphosphohydrolase 2","2 A3","NM_009849","NP_033979","O55026","12496"
"enzyme","578","IKK family","1989","conserved helix-loop-helix ubiquitous kinase","","","IKK-alpha","Chuk1|I-kappa-B kinase 1|IkappaB kinase alpha|IkBKA|IKK1|IKKA|IKKalpha|inhibitor of nuclear factor kappa-B kinase subunit alpha|NFKBIKA|nuclear factor NF-kappa-B inhibitor kinase alpha|TCF16","1974","CHUK","conserved helix-loop-helix ubiquitous kinase","10q24-q25","NM_001278","NP_001269","O15111","1147","1306661","Chuk","conserved helix-loop-helix ubiquitous kinase","1 q54","NM_001107588","NP_001101058","","309361","MGI:99484","Chuk","conserved helix-loop-helix ubiquitous kinase","19 C3","NM_001162410","NP_001155882","Q60680","12675"
"enzyme","578","IKK family","2039","inhibitor of nuclear factor kappa B kinase subunit beta","","","IKK-beta","AIM-1|I-kappa-B kinase 2|I-kappa-B-kinase beta|IKK2|IKKB|inhibitor of kappa light polypeptide gene enhancer in B-cells|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta","5960","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta","8p11.2","NM_001190720","NP_001547","O14920","3551","621375","Ikbkb","inhibitor of nuclear factor kappa B kinase subunit beta","16 q12.5","NM_053355","NP_445807","Q9QY78","84351","MGI:1338071","Ikbkb","inhibitor of kappaB kinase beta","8 A3-A4","NM_001159774","NP_001153246","O88351","16150"
"enzyme","578","IKK family","2040","inhibitor of nuclear factor kappa B kinase subunit epsilon","","","IKK-epsilon","IKKE|IKKepsilon|IKKI|Inducible I kappa-B kinase|inhibitor of kappa light polypeptide gene enhancer in B-cells|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon","14552","IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon","1q31","NM_001193321","NP_054721","Q14164","9641","1308352","Ikbke","inhibitor of nuclear factor kappa B kinase subunit epsilon","13 q13","NM_001108854","NP_001102324","","363984","MGI:1929612","Ikbke","inhibitor of kappaB kinase epsilon","1 E4","NM_019777","NP_062751","Q9R0T8","56489"
"enzyme","578","IKK family","2237","TANK binding kinase 1","","","TBK1","NAK|TANK-binding kinase 1","11584","TBK1","TANK binding kinase 1","12q14.2","NM_013254","NP_037386","Q9UHD2","29110","1588588","Tbk1","TANK-binding kinase 1","7 q22","NM_001106786","NP_001100256","","299827","MGI:1929658","Tbk1","TANK-binding kinase 1","10 D2","NM_019786","NP_062760","Q9WUN2","56480"
"enzyme","522","ILK subfamily","2041","integrin linked kinase","","","ILK","ILK1|ILK2|p59ILK|integrin-linked kinase","6040","ILK","integrin linked kinase","11p15.4","NM_001014794","NP_001014794","Q13418","3611","620063","Ilk","integrin-linked kinase","1 q33","NM_133409","NP_596900","Q99J82","170922","MGI:1195267","Ilk","integrin linked kinase","7 E1","NM_001161724","NP_001155196","O55222","16202"
"enzyme","273","<i>N</i>-Acylethanolamine turnover","1398","<i>N</i>-Acylphosphatidylethanolamine-phospholipase D","","","NAPE-PLD","chromosome 7 open reading frame 18, N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D|FMP30","21683","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D","","","","Q6IQ20","222236","735197","Napepld","N-acyl phosphatidylethanolamine phospholipase D","","","","Q769K2","296757","MGI:2140885","Napepld","N-acyl phosphatidylethanolamine phospholipase D","","","","Q8BH82","242864"
"enzyme","273","<i>N</i>-Acylethanolamine turnover","1400","Fatty acid amide hydrolase","","","FAAH","FAAH1|Oleamide hydrolase, anandamide hydrolase|anandamide amidohydrolase 1","3553","FAAH","fatty acid amide hydrolase","1p34-p35","","","O00519","2166","61808","Faah","fatty acid amide hydrolase","5q36","","","P97612","29347","MGI:109609","Faah","fatty acid amide hydrolase","4 D1","","","O08914","14073"
"enzyme","273","<i>N</i>-Acylethanolamine turnover","1401","Fatty acid amide hydrolase-2","","","FAAH2","AMDD|FAAH-2","26440","FAAH2","fatty acid amide hydrolase 2","Xp11.21","","","Q6GMR7","158584","","","","","","","","","","","","","","","",""
"enzyme","273","<i>N</i>-Acylethanolamine turnover","1402","<i>N</i>-Acylethanolamine acid amidase","","","NAAA","Acid ceramidase-like protein|N-palmitoylethanolamine acid amidase|ASAH-like protein|N-acylethanolamine-hydrolyzing acid amidase","736","NAAA","N-acylethanolamine acid amidase","","","","Q02083","27163","1307267","Naaa","N-acylethanolamine acid amidase","","","","Q5KTC7","497009","MGI:1914361","Naaa","N-acylethanolamine acid amidase","","","","Q9D7V9","67111"
"enzyme","280","Inositol 1,4,5-trisphosphate 3-kinases","1447","IP<sub>3</sub> kinase A","","","","IP3KA|inositol 1,4,5-trisphosphate 3-kinase A|insP 3-kinase A|IP3 3-kinase A|IP3-kinase A","6178","ITPKA","inositol-trisphosphate 3-kinase A","","","","P23677","3706","619950","Itpka","inositol-trisphosphate 3-kinase A","","","","P17105","81677","MGI:1333822","Itpka","inositol 1,4,5-trisphosphate 3-kinase A","","","","Q8R071","228550"
"enzyme","280","Inositol 1,4,5-trisphosphate 3-kinases","1448","IP<sub>3</sub> kinase B","","","","IP3-3KB|IP3KB|inositol 1,4,5-trisphosphate 3-kinase B|insP 3-kinase B","6179","ITPKB","inositol-trisphosphate 3-kinase B","","","","P27987","3707","2932","Itpkb","inositol-trisphosphate 3-kinase B","","","","P42335","54260","MGI:109235","Itpkb","inositol 1,4,5-trisphosphate 3-kinase B","","","","","320404"
"enzyme","280","Inositol 1,4,5-trisphosphate 3-kinases","1449","IP<sub>3</sub> kinase C","","","","inositol 1,4,5-trisphosphate 3-kinase C|insP 3-kinase C|IP3KC","14897","ITPKC","inositol-trisphosphate 3-kinase C","","","","Q96DU7","80271","631336","Itpkc","inositol-trisphosphate 3-kinase C","","","","Q80ZG2","308451","MGI:2442554","Itpkc","inositol 1,4,5-trisphosphate 3-kinase C","","","","Q7TS72","233011"
"enzyme","282","Inositol monophosphatase","1463","IMPase 1","","","","IMP 1|lithium-sensitive myo-inositol monophosphatase A1|inositol(myo)-1(or 4)-monophosphatase 1|Inositol (myo)-1(or 4)-monophosphatase 1","6050","IMPA1","inositol monophosphatase 1","8q21.1-q21.3","","","P29218","3612","69254","Impa1","inositol monophosphatase 1","2q23","","","P97697","83523","MGI:1933158","Impa1","inositol (myo)-1(or 4)-monophosphatase 1","3 2.61 cM","","","O55023","55980"
"enzyme","282","Inositol monophosphatase","1464","IMPase 2","","","","IMP 2|inositol monophosphatase 2|myo-inositol monophosphatase A2|inositol(myo)-1(or 4)-monophosphatase 2|inositol (myo)-1(or 4)-monophosphatase 2","6051","IMPA2","inositol monophosphatase 2","","","","O14732","3613","628692","Impa2","inositol monophosphatase 2","","","","Q8CIN7","282636","MGI:2149728","Impa2","inositol (myo)-1(or 4)-monophosphatase 2","","","","Q91UZ5","114663"
"enzyme","281","Inositol polyphosphate phosphatases","1450","INPP1","","","","inositol polyphosphate-1-phosphatase","6071","INPP1","inositol polyphosphate-1-phosphatase","","","","P49441","3628","1306071","Inpp1","inositol polyphosphate-1-phosphatase","","","","","316376","MGI:104848","Inpp1","inositol polyphosphate-1-phosphatase","","","","P49442","16329"
"enzyme","281","Inositol polyphosphate phosphatases","1451","INPP4A","","","","107 kDa INPP4|inositol polyphosphate-4-phosphatase type I 107kD|type I inositol 3,4-bisphosphate 4-phosphatase|inositol polyphosphate-4-phosphatase, type I, 107kDa|inositol polyphosphate-4-phosphatase, type I|inositol polyphosphate-4-phosphatase","6074","INPP4A","inositol polyphosphate-4-phosphatase type I A","","","","Q96PE3","3631","68386","Inpp4a","inositol polyphosphate-4-phosphatase type I A","","","","Q62784","","MGI:1931123","Inpp4a","inositol polyphosphate-4-phosphatase, type I","","","","Q9EPW0","269180"
"enzyme","281","Inositol polyphosphate phosphatases","1452","INPP4B","","","","105 kDa INPP4|inositol polyphosphate-4-phosphatase type II 105kD|type II inositol 3,4-bisphosphate 4-phosphatase|inositol polyphosphate-4-phosphatase, type II, 105kDa|inositol polyphosphate-4-phosphatase","6075","INPP4B","inositol polyphosphate-4-phosphatase type II B","","","","O15327","8821","620470","Inpp4b","inositol polyphosphate-4-phosphatase type II B","","","","Q9QWG5","116699","MGI:2158925","Inpp4b","inositol polyphosphate-4-phosphatase, type II","","","","Q6P1Y8","234515"
"enzyme","281","Inositol polyphosphate phosphatases","1453","INPP5A","","","","5PTASE|43 kDa inositol polyphosphate 5-phophatase|CTCL tumor antigen HD-CL-02|inositol polyphosphate 5-phophatase, 40kDa|InsP3 5-phosphatase|type I inositol-1,4,5-trisphosphate 5-phosphatase|inositol polyphosphate-5-phosphatase A|inositol polyphosphate-5-phosphatase, 40kDa","6076","INPP5A","inositol polyphosphate-5-phosphatase A","","","","Q14642","3632","1306168","Inpp5a","inositol polyphosphate-5-phosphatase A","","","","","365382","MGI:2686961","Inpp5a","inositol polyphosphate-5-phosphatase A","","","","","212111"
"enzyme","281","Inositol polyphosphate phosphatases","1454","INPP5B","","","","inositol polyphosphate-5-phosphatase, 75kD|inositol polyphosphate-5-phosphatase B|inositol polyphosphate-5-phosphatase, 75kDa","6077","INPP5B","inositol polyphosphate-5-phosphatase B","","","","P32019","3633","1311511","Inpp5b","inositol polyphosphate-5-phosphatase B","","","","","362590","MGI:103257","Inpp5b","inositol polyphosphate-5-phosphatase B","","","","Q8K337","16330"
"enzyme","281","Inositol polyphosphate phosphatases","1455","INPP5D","","","SHIP1","Inositol polyphosphate-5-phosphatase 145 kDa|inositol polyphosphate-5-phosphatase D|phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1|SH2 domain-containing inositol 5'-phosphatase 1|Src homology 2 domain-containing inositol-5-phosphatase|inositol polyphosphate-5-phosphatase, 145kDa","6079","INPP5D","inositol polyphosphate-5-phosphatase D","2q37.1","NM_001017915","NP_001017915","Q92835","3635","2914","Inpp5d","inositol polyphosphate-5-phosphatase D","9q35","NM_019311","NP_062184","P97573","54259","MGI:107357","Inpp5d","inositol polyphosphate-5-phosphatase D","1 C5","","NP_034696|NM_010566","Q9ES52","16331"
"enzyme","281","Inositol polyphosphate phosphatases","1456","INPP5E","","","","CORS1|JBTS1|PPI5PIV|Joubert syndrome 1|72 kDa inositol polyphosphate 5-phosphatase|inositol polyphosphate-5-phosphatase E|Pharbin|phosphatidylinositol 4,5-bisphosphate 5-phosphatase|phosphatidylinositol polyphosphate 5-phosphatase type IV|inositol polyphosphate-5-phosphatase, 72 kDa","21474","INPP5E","inositol polyphosphate-5-phosphatase E","","","","Q9NRR6","56623","620478","Inpp5e","inositol polyphosphate-5-phosphatase E","","","","Q9WVR1","","MGI:1927753","Inpp5e","inositol polyphosphate-5-phosphatase E","","","","Q9JII1","64436"
"enzyme","281","Inositol polyphosphate phosphatases","1457","INPP5J","","","","inositol polyphosphate 5-phosphatase J|phosphatidylinositol 4,5-bisphosphate 5-phosphatase A|Pipp|proline-rich inositol polyphosphate 5-phosphatase|INPP5|PIB5PA","8956","INPP5J","inositol polyphosphate-5-phosphatase J","","","","Q15735","27124","620541","Inpp5j","inositol polyphosphate-5-phosphatase J","","","","Q9JMC1","171088","MGI:2158663","Inpp5j","inositol polyphosphate 5-phosphatase J","","","","P59644","170835"
"enzyme","281","Inositol polyphosphate phosphatases","1458","INPP5K","","","","SKIP|skeletal muscle and kidney enriched inositol phosphatase|inositol polyphosphate-5-phosphatase K","33882","INPP5K","inositol polyphosphate-5-phosphatase K","","","","Q9BT40","51763","1359130","Inpp5k","inositol polyphosphate-5-phosphatase K","","","","","287533","MGI:1194899","Inpp5k","inositol polyphosphate 5-phosphatase K","","","","Q8C5L6","19062"
"enzyme","281","Inositol polyphosphate phosphatases","1459","INPPL1","","","","SHIP2|51C protein|inositol polyphosphate phosphatase-like 1|INPPL-1|SH2 domain-containing inositol-5'-phosphatase 2|phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2","6080","INPPL1","inositol polyphosphate phosphatase like 1","","","","O15357","3636","68396","Inppl1","inositol polyphosphate phosphatase-like 1","","","","Q9WVR3","65038","MGI:1333787","Inppl1","inositol polyphosphate phosphatase-like 1","","","","Q6P549","16332"
"enzyme","281","Inositol polyphosphate phosphatases","1460","OCRL","","","","OCSL|Oculocerebrorenal syndrome of Lowe|oculocerebrorenal syndrome of Lowe","8108","OCRL","OCRL, inositol polyphosphate-5-phosphatase","","","","Q01968","4952","1594526","Ocrl","OCRL, inositol polyphosphate-5-phosphatase","","","","D3ZGS3","317576","MGI:109589","Ocrl","OCRL, inositol polyphosphate-5-phosphatase","","","","Q6NVF0","320634"
"enzyme","281","Inositol polyphosphate phosphatases","1461","SYNJ1","","","","synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1|synaptojanin-1|INPP5G","11503","SYNJ1","synaptojanin 1","","","","O43426","8867","69434","Synj1","synaptojanin 1","","","","Q62910","85238","MGI:1354961","Synj1","synaptojanin 1","","","","Q8CHC4","104015"
"enzyme","281","Inositol polyphosphate phosphatases","1462","SYNJ2","","","","synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2|synaptojanin-2|SJ2|INPP5H","11504","SYNJ2","synaptojanin 2","","","","O15056","8871","69436","Synj2","synaptojanin 2","","","","O55207","84018","MGI:1201671","Synj2","synaptojanin 2","","","","Q9D2G5","20975"
"enzyme","579","Interleukin-1 receptor-associated kinase (IRAK) family","2042","interleukin 1 receptor associated kinase 1","","","IRAK1","pelle|Plpk|interleukin-1 receptor-associated kinase 1","6112","IRAK1","interleukin 1 receptor associated kinase 1","Xq28","NM_001025242","NP_001020413","P51617","3654","1563841","Irak1","interleukin-1 receptor-associated kinase 1","X q37","NM_001127555","NP_001121027","","363520","MGI:107420","Irak1","interleukin-1 receptor-associated kinase 1","X A7.3","NM_001177973","NP_001171444","Q62406","16179"
"enzyme","579","Interleukin-1 receptor-associated kinase (IRAK) family","2043","interleukin 1 receptor associated kinase 2","","","IRAK2","interleukin-1 receptor-associated kinase 2","6113","IRAK2","interleukin 1 receptor associated kinase 2","3p25.2","NM_001570","NP_001561","O43187","3656","1309584","Irak2","interleukin-1 receptor-associated kinase 2","4 q42","NM_001025422","NP_001020593","Q4QQS0","362418","MGI:2429603","Irak2","interleukin-1 receptor-associated kinase 2","6 E3","NM_172161","NP_751893","Q8CFA1","108960"
"enzyme","579","Interleukin-1 receptor-associated kinase (IRAK) family","2044","interleukin 1 receptor associated kinase 3","","","IRAK3","IL-1 receptor-associated kinase M|IRAK-M","17020","IRAK3","interleukin 1 receptor associated kinase 3","12q13.13","NM_007199","NP_009130","Q9Y616","11213","1308846","Irak3","interleukin-1 receptor-associated kinase 3","7 q22","NM_001108101","NP_001101571","","314870","MGI:1921164","Irak3","interleukin-1 receptor-associated kinase 3","10 D2","NM_028679","NP_082955","Q8K4B2","73914"
"enzyme","579","Interleukin-1 receptor-associated kinase (IRAK) family","2045","interleukin 1 receptor associated kinase 4","","","IRAK4","Renal carcinoma antigen NY-REN-64|interleukin-1 receptor-associated kinase 4","17967","IRAK4","interleukin 1 receptor associated kinase 4","12q12","NM_001114182","NP_001107654","Q9NWZ3","51135","1305303","Irak4","interleukin-1 receptor-associated kinase 4","7 q35","NM_001106791","NP_001100261","D4A7K4","300177","MGI:2182474","Irak4","interleukin-1 receptor-associated kinase 4","15 F1","NM_029926","NP_084202","Q8R4K2","266632"
"enzyme","535","Iota subfamily","1490","protein kinase C iota","","","PKC&iota;","atypical protein kinase C-lambda/iota|Pkcl|protein kinase C","9404","PRKCI","protein kinase C iota","3q26.3","NM_002740","NP_002731","P41743","5584","620961","Prkci","protein kinase C, iota","2q24","NM_032059","NP_114448","F1M7Y5","84006","MGI:99260","Prkci","protein kinase C, iota","3","NM_008857","NP_032883","Q62074","18759"
"enzyme","535","Iota subfamily","1491","protein kinase C zeta","","","PKC&zeta;","PKC2|aPKCzeta|protein kinase C","9412","PRKCZ","protein kinase C zeta","1p36.33-p36.2","NM_001033581","NP_001028753","Q05513","5590","3399","Prkcz","protein kinase C, zeta","5 q36","NM_022507","NP_071952","P09217","25522","MGI:97602","Prkcz","protein kinase C, zeta","4 E2","NM_008860","NP_001034168|NP_032886","Q02956","18762"
